category,text
meetup,"Any transsexual girl like a tall guy message me I'm 6'2"" 21m"
qna,How would you feel if you kept getting gestures to do sociopathic things over and over again.
misc,"For the time that I'm given, I am what I am."
meetup,Any respectable women on here?
meetup,I love women with darker skin. Hit me up :)
personal,"Sometimes I wish you could be NOT upset with me all the time. I know I'm not perfect, but you aren't either."
personal,"I told my self I wouldn't fall in love again, but look at how much of an idiot I am.."
meetup,I just want to talk to a girl.
meetup,Anyone wanna talk science? Doubt anyone knows science anymore these days...
misc,Summer come again
misc,Gold Diggers tonight 
personal,Ive have a crush on an elementary school T.A... I really wanna see him again...
personal,I know I have said it before bit white boys are beautiful 
misc,To the dumb ass in the blue car who pulled out in front of my bike on riverside ave almost causing me to wreck. Fuck you!!!
personal,Time to go shopping. Hopefully don't have to deal stupid people.
meetup,Wish I could find a female fwb....
misc,LAW OF ATTRACTION You are what you think about
meetup,I wanna meet the Alaskan bush people!
qna,I need baking advice. I'm making a cake for a friends birthday and they want leopard print.. what's the easiest way to do that?
personal,Simulate is your bestfriend while you are dying of Love inside
meetup,I want to meet a girl who has hairy armpits 
misc,What do people hear about the Stilts building B?
pop_culture,So being american is great!!
personal,Someone please remind me why I answer his call and he never answers mine!
pop_culture,Chord Overstreet is so handsome!!!
pop_culture,I hate when they kill off the hottest person in my favorite tv show
personal,"People really do take you more seriously when you let your beard grow. They same people that never did, I can barely get eye contact from now."
meetup,Any cute girls in Ashland/Southern Oregon wanna talk to a 16M? Hmu :)
personal,Sometimes I wonder would life be better if I didn't exist
misc,There are some sexy girls lined up for the parade...
misc,My birthday is tomorrow! 
tatoos,My new ink
personal,I'm so tired of guys reactions when the find out I'm a virgin...it's almost always annoying :/
fashion,The best part about glasses: they hide your bags when you're tired
relationships,She thinks I get mad because of how she feels. No I GET MAD BECAUSE YOU LIE ABOUT EVERYTHING
misc,When you want stuff but cant afford it 
personal,Really want a cig right now but sleep is way more addictive
personal,Being drunk is awesome
misc,In hospital again
meetup,Nothing to do tonight. Let's chat
school,I wish I had someone to talk to about science but when I try to talk with someone about Newton they think I'm joking that sucks !
qna,What would you do if your best friend told you he is gay?
qna,Whats there to do tonight in salem/silverton?
misc,I need a hug
personal,I need to find someone who is just as serious about a relationship as I am
misc,Ha am i really that ugly. Damn 23m need advice
personal,My friend and I like to talk about secrets and I have one secret I'm not telling him. He keeps bringing it up but I keep saying no. The secret is I have a crush on him..
personal,I'm nothing but a letdown
lgbtq,"Every guy I've gone on a date with has started dating someone else right after our first date, I've never gone on a second date even if I try and plan it "
meetup,Does anyone want to hangout?
meetup,Japanese girls if you like black guys message here
personal,here's to the kids who still run up the stairs after turning the lights off downstairs
misc,Flood whisper with smiles No more no less Here's mine :)
misc,
food,I have a crazy love for candy
meetup,Anyone want to talk Bored out of my skull 22 m
lgbtq,Proud to be a lesbian.
personal,Someday i just want to crawl back into bed and this day feel like one of them.
personal,I honestly think homophobia is the dumbest thing ever
school,ASU vs UofA basketball! Wildcats will dominate here just like they did last month!
meetup,Kik me Thataustralianguyy
faith,Human beings are the only creatures that say to believe in GOD but they are the only ones who act like they don't
relationships,My fiancé is not my first and I am not his. We both had pasts but only our future together matters.
meetup,I really want someone to talk to me about the tally marks on my arms so we can have an instant Dr. Who connection.
relationships,"If we're in a relationship I'm the only one and you're my only one. None of this ""side"" and ""main"" chick bullshit. If you cheat on me, you and that bitch will come up missing. I'm loving but crazy."
animals,Took the pit bulls for a walk. So freakin' nice out today.
personal,I'm tired of the uncertainties that I constantly have to deal with..
family,My ancestors are saying 'preserved your Japanese heritage!' but my vagina's saying 'get with the white boy'
tatoos,How many girls out there like a country boy with tats
relationships,My ex can't explain why she broke up with me. I'm thinking it was for another guy.
misc,Girls check out guys asses too.
misc,"I wonder why they are called ""nerds"" not cool kids....hint hint.."
personal,I'm so fucking done with racists people. Everyone is amazing no matter the skin colour.
misc,Heyyyy
qna,Is it ok for a 16 year old to date a 19 year old?????????
lgbtq,For some reason I'm alot happier and life makes alot more sense now that I know I'm a bi girl stuck in a straight man's body. It's also depressing.
meetup,Any So. Miss baseball players?
misc,we can't hang if you don't make me richer mentally.
qna,"One week. No names, no ages, no pictures. Any guys interested?"
personal,I am a waste of oxygen
misc,Baby can you do me a favor please? Go to hell and burn Forever
personal,I'm so fucking bored. Ask me anything! 18f
personal,The American Dream. For a Mexican to have whites working on THEIR gardens. (This is a repost just so us know.)
school,Can't imagine going to the library rondo work now uxh
relationships,"Just got out of a 5 year relationship after she cheated...now, 2 weeks later I have a new girlfriend and I'm happy. Happier than ever"
meetup,Any girls wanna get trained
pop_culture,Dane Dehann is so damn hot *Q*
personal,About to start Uber driving for the night. Stuck in car till 3 AM.
relationships,"You said you'd never let me go, and then you let me go, and said you'd come back, and you never showed. You broke my heart really bad, and Im never trusting you again!!"
meetup,I want a girl. 20/M
relationships,I love being able to see him even if its only for a little while
misc,"I love Austin, TX"
personal,A moment of silence for people who will stay at home alone for this Valentine...including me
misc,"If I knew I could get away with it, I'd be a serial killer. Humans are a greedy selfish race."
personal,At times like this I wish I had friends to hang out with
misc,For sale
qna,Where's the knee highs at?
meetup,Religious debates anyone? I'm up to discuss your views on the topic. Message or Comment.
pop_culture,Anyone into Cypress Hill.??? /).(\
personal,When u look at ppls snaps or instagrams there all having fun and your like what the fuck I'm i doing with my life
relationships,My boyfriend doesn't support me going vegan 
work,There's two cute managers at my work. And I'm scared of them. Wth?
misc,"Some guys focus more on how to get a girl but once they have her, they lose focus on how to keep her."
meetup,Bored. 21 male. Message me ladies (:
pop_culture,Avery from greys anatomy>>>>
relationships,Loving her kills me
meetup,Ladies into hairy men. Get at me. I got something for you ;)
personal,Sometimes i feel like im paying for other people's mistakes and that makes me cry.
meetup,chat 16/f
personal,"I was late for work today and this guy in front of me was going stupid slow so I tried to get on his side to give him a middle finger and damn...he was so cute I could only smile and wink, I want him!"
misc,Just walked through toys r us....talk about TBT
meetup,Rating sexy females
lgbtq,So far my gaydar is on point XD
misc,Raaaaaaawwwwwrrr
misc,Party :)
misc,"My friends call me a whore, but I just get bored easily when it comes to men. I haven't met that one guy who keeps me on edge and interested."
meetup,Anyone in San Diego want to do music covers for fun? I play guitar but I need the singing part haha
qna,"24/b/f w/my own place, own car, no kids, I don't dress slutty, great job and I go to school and all I attract are bad boys who want nothing out of life.... what am I doing wrong??"
relationships,"Me and my bff are in love with the same guy. But she talks to him a lot more than I do. They listen even music together, it feels like she's stealing him from me:("
misc,19 m
personal,I pretend I'm better and stronger when in reality I've only gotten worse.
meetup,Cheaters unite!!!
meetup,Navy ladies up for a fun night
personal,I'm so tempted to use a pretty girls selfie on social media to see the kind of attention I would get.
personal,"If you can't convince them, confuse them."
personal,"Selfharm sucks. I've struggled with it for several years now. Selfharm is a lie that makes you think it helps, but it makes it worse."
misc,If you're going to start rumors about me at least make them make sense
meetup,Where is all the gamers at?
meetup,ISO a bisexual woman to talk to ASAP
meetup,19 male. Need to talk
misc,Wassup WEST SIDE
lgbtq,"Sometimes I hate being bisexual. For me personally, this is how it is; I prefer women sexually as opposed to emotionally. And I prefer men emotionally as opposed to sexually. Idk why that's how it is for me but it just is. It makes things complicated "
meetup,Come party!!! Tonight!!! Jacksonville hunters creek area Message meeeee
personal,I feel like taking a poop right now
family,My mom just found out that I was molested when I was little this is honestly my worst nightmare and I feel like im going to throw up
relationships,"I know he's cheating, I feel it. All the lies he has been telling me like im stupid."
meetup,Any girls want to chill and smoke with 2 guys black white both 17
personal,Nobody likes a male ginger
misc,always remember to take a shower before ride a bus 
meetup,"18f, People in odessa! Send a selfie and I'll rate you. (:"
qna,"What song makes you cry? For me it's ""you are my sunshine"" my mom used to sing it to me when I was little."
meetup,I want someone to kik meee :wimiss5 Im bored as hell
personal,If you dont have and stand by the simplest things that roll off your tongue......u posess nothing worth having Its all built on straw
personal,Constantly torn between loving my body and hating myself for being so fat
personal,My brain goes out the window when I have to speak publicly.
lgbtq,any gay guys near me who drive? Hmu ✊
misc,Outside my friends house. Hoping he sees this.
relationships,I still get nervous and have that puking feeling before I go out with my boyfriend.
meetup,Any single Christian women wanna chat 20+? 23/m here
qna,How do you tell someone that your no longer in love with them
relationships,"Today I kissed a guy and immediately after, he said ""I guess we're dating now."" Bitch please. I just kissed you."
personal,My only motivation for losing weight is so that I can be tossed around easier/better during sex 
personal,When I look through my old whispers it's like going in a time machine and seeing my old self
personal,My favourite thing about me is my hair and I don't really like that tbh
personal,I just really want the guy of my dreams and be able to be with him when I want but I don't feel like anyone will ever love me and see me as their perfect girl.
personal,"I would rather be alone and read, my friends always want me around, but they're really getting annoying..."
personal,Don't fuck with me when I'm on my period and I'm hungry. I get fucking mean
food,I like raw meat. When I make hamburgers I sneak a bite of the ground meat
misc,Why did i install this app again
work,Finished Work
misc,Wishing I was special to someone
misc,Just had the second awkwardest moment of my life!
relationships,Wow I told my boyfriend i quit birth control for three months I was on purpose try to get pregnant and he didn't care he wants a baby too Jeex why he didn't tell me
qna,Have any of you ever had a kissing-cousin?!
personal,I dread telling people im a 23 year old Virgin.
personal,"I can't stand rude people. Even when I'm in a bad mood, I act happy and nice to everyone. It's not difficult to fake it for the sake of being polite."
pop_culture,I want love like hazel and Augustus ♡
work,Bored at work!
misc,"You know you and your boyfriend are close when he lets you make it rain on him while he attempts to twerk, while you're singing J.Lo's booty song lmao :D"
personal,Me: why are all my friends gay like why don't I have friends that are girls Friend : because you give of the gay hipster vibe Wow Thanks guys
family,My priorities never matter as much in this house 
food,Always being hungry
pop_culture,I don't know when to stop watching Soul Eater...
qna,"Do you think, that the first thought over a person is the right one?"
misc,Bitches ain't shit but hoes and tricks!
misc,
personal,I hate the weekends because I'm always alone
personal,I trust strangers more than some of my closest friends
personal,Truth is..I'm a mess..I'm just good at hiding it..
meetup,Any one want to talk? ( im a dude 21 sorry guys )
relationships,I like this guy but he's older than me by 2 or 3 years and he has a girlfriend
misc,I need McDonald's to offer delivery
meetup,ISO a girl over 21 who wants a ffm threesome or just to 69 and etc in front of my bf Tonight or? No flakes please! You'll be the center of attention! #orgasms
meetup,Random FaceTime or snapchat? Ladies?
meetup,Girls wanna FaceTime/Skype
food,Shopping at Costco on a Saturday makes me crabby as fuck!
meetup,Movie tonight. Let's do it. Cuddling is mandatory. 23 m
pop_culture,Here's to hoping Sean Bean survives in Jupiter Ascending
misc,I just want you happy.
meetup,Any one wann trade pics Im male I prefer girls Age dosent matter
tatoos,Got my first tattoo today!!
lgbtq,Haven't had sex in 9 months... (Gay)
meetup,Where are the older men ?
misc,Still haven't gotten outta bed.. Don't think I will either. 
misc,Sitting at bookstore. Bored as hell and ride doesn't wanna leave till 6
meetup,Anyone wana chat? ☺️ Ima cat and there's no debating that 
misc,Meh butt XD lol DERP
qna,What's going on tonight?
pop_culture,J Cole is a wonderful artist and a beautiful soul
misc,Looks like tonight is gonna be boring no one wants to chill and go to hookah nothing
food,"Every time I get home from the gym, I reward myself with a little bite sized chocolate chip cookie if I kicked my butt. Everything in moderation. Just don't go eating too much junk."
lgbtq,"I'm secretly attracted to girls. I've never been with one, but I really want to"
relationships,The love of my life lives in California! And has no idea how I feel about him!
qna,What do I get my boyfriend for valentines?
meetup,"Broken male here. Looking for a broken female. Am vulnerable, honest, and loving. Will love you for your scars and imperfections. Willing to sacrifice and work together."
misc,What the fuck!!!
misc,Just one shot
qna,Can anyone help me? I have like pimples on my ass and I can't get rid of them. What should I do?
misc,Idk anymore.
meetup,Any girls down for a nice foot rub?? =) ...it'll be awesome.. I promise!
meetup,Pics for PayPal 23 f
personal,I hate calling myself a Brony after meeting other Bronies in the PDX area and learning the type of people they are.
relationships,I secretly still love my husband after everything he has done to me.
misc,Staying at the boyf's tonight.
personal,Guy or girl I'm still calling you dude
relationships,"I just want a true, intelligent white teenage guy who's 15-17 years old. I want somebody who understands and is pure, not a guy wanting a picture of my ass all the time. I know you can be genuine, so why aren't you?"
misc,I'm bored
misc,"It never fails that when I go for a walk, I'll have to run to the nearest bathroom to avoid having an accident."
meetup,What's going on tonight?!
pop_culture,Can't wait for 50 shades of grey!!!
personal,Sometimes i think im a big enough down there
personal,Took 3 tests all positive any chance they could be false positives Still hasn't hit me yet 
misc,Popular sayings this year 1.yasss 2.yolo 3.stay calm and... 4.orna 5. DAT ass doe
misc,Heard someone on the bus saying they were buying anal lube
misc,"Dream guy:humorous, nice, smart, family friendly, traveller, likes watching movies, gentleman, has respect and someone who cares for me so he would do everything with me! ☺️"
family,I made out with my brothers best friend last night. I've liked him for a while but he's a huge player so I don't know if I'm getting played or not...
meetup,I have a room for rent in Nashboro Village. Message me for details
qna,"I'm studying social work, so if anyone wants to be a social worker or has any questions about it please let me know!"
personal,Now I know who you were ignoring me for.
personal,Saw a cute guy by the eyemart optometrist building... Wasn't sure if he was looking at me or not.
meetup,Why is it so boring here is it really that hard to get some booze or bud or go to a party around here
pop_culture,Holy fuck Imagine Dragons is such shit.
misc,Ayy lmao
lgbtq,"Lesbians, trade/ swap pics? 18f"
meetup,Someone come cuddle!
misc,"Don't gain the world and lose your sole, wisdom is better than silver or gold"
misc,I don't use makeup I don't need to hide my face with tons of fakeness. Not super model but happy of how I look
pop_culture,"He said, ""Let's get out of this town, drive out of the city, away from the crowds."" I thought, ""Heaven can't help me now."" Nothing lasts forever."
personal,"I fight and hide from my feelings for ten years, and when I finally convince myself that its okay to feel this way and embrace it...this shit happens."
lgbtq,Sometimes i think i might be bisexual...
personal,I can't be always going to be this alone...
meetup,I'll rate any female pic!
personal,I’m not cranky. I just have a violent reaction to stupid people.
misc,Im super bored..cant you tell
qna,What is your ultimate fantasy? No hate on here all are welcome!!
misc,Hoodie and pyjama nights infront of the tv!
misc,The eyes never lie~ If they look at something thats pleasing to them their pupils will grow. If they find something displeasing their pupils will shrink. So if you want the truth. Look them in the eyes~
personal,"I judge people on their grammar, spelling and the way they treat animals."
personal,I have a jar with coins in it. Every time I work out I put a coin in. Every time I masturbate I take 5 coins out. That's all the motivation I need.
misc,"People are so judgemental on this thing, and the funniest thing is they are so far off in their judgements.... They are just sad... I pity them"
misc,Wow boulder girls are beautiful
personal,I'm starting to lose hope of ever finding the one..
misc,Would LOVE to cuddle c:
personal,"My scars trigger me to cut, but then I get more scars, which then repeat the cycle. 3 therapists later and the cycle still continues. I'm trapped in a circle of self-destruction."
relationships,"How can I say that I'm gonna lose him, if he was never mine to begin with. "
misc,Every lady working at Main Cantina is fine.
personal,I don't see a reason to live. I hate everything and have nothing to look forward to. I'm a failure
relationships,My boyfriend left me for another woman for the 3rd time... I still love him :(
personal,"I don't want a skinny guy. Nothing against them, I just want a big, tall guy to throw me around."
personal,Tomorrow is my boyfriends birthday. It's a shame he won't be here to see it. He would have been 24. So everyone who loved him is getting together to celebrate. Show him how much he is loved.
pop_culture,When abc family decides to put on twilight and remind me of all my early teen wet dreams. Damn I must have been delusional
work,I love to ease drop on my co-workers phone conversations
animals,I was trying to take a selfie with my dog and she sniffed licked then tried to nibble my boob -.-
food,I work at McDonald's and I swear nobody washes their hands!
misc,She knows...
sports,"I'm a cheerleader, not an object"
meetup,Soo bored anyone wanna chill? 18 F
personal,"I turned 30 years old yesterday. I used to think 30 was old and life wouldn't be fun anymore, but life is only just beginning. I feel accomplished. I finished my twenties!!"
meetup,Any girls I'm Pensacola looking for FWB? Message me
misc,.
school,Umm awk when you can't get your school out of the group thing
misc,
personal,I always feel so confident and sexy when I wear knee high boots *No private messages*
animals,I wish I could change my cat into a person so I'd have someone to go shopping with on days like these
misc,Friday night nothing to do!
personal,Doing shrooms led to one of the best nights of my life I fucking love drugs
food,I just want to eat so bad. But I wont. I cannot.
meetup,I'm a hippie earth child nature lover why is it so hard to find hippie like souls anywhere 20f
meetup,Any girls wanna talk? Bored man
personal,"I just want to talk. About life, you, me, I don't care. I just need someone to talk to."
personal,Its true. No one on here can hold a conversation :-(
misc,That moment when your best friend is being a bitch
meetup,Any ladies want to hangout tonight? 21 brown hair blue eyes :)
meetup,Any guys from Missouri on here?? F 19
personal,I'm single and have no friends where I live. I never get to go anywhere because I hate going alone im a sad excuse for a teenager :( #lonlyforever #friendless LMFAO
relationships,So I only two guys in my 18 year life. The first boyfriend I dated was 6 years ago and I only got over him when I dated this new guy. Now we broke up and I am afraid I won't move on from this new ex boyfriend till I find another
meetup,Can I see the ladies that are in east tn and that are single
meetup,Any girls 16-20 in Mass want to talk? 
qna,"How weird is it to know that your future soulmate is living a life on the face of the earth, right now?"
misc,Watching a wedding at work.
relationships,Gf is at work. At home with the kids. Need some entertainment. 21 male here. Straight.
personal,I swear sometimes i worry that my kids going to come out in a episode of killer kid
personal,"If a girl texted me first or came up to me and said ""hey handsome"
meetup,Any ladies wanna chat?
personal,"I only weigh 123 pounds and I'm 5'9 (female, age 15). Everyone says I'm skinny, but I still see the fat girl I was in 6th grade and it's awful..."
personal,Guys can be such ass holes
personal,I'd love to get married and settle down.
fashion,Wearing different black pants but people think you got same ones on
qna,Why am I never happy?
qna,Anyone wanna play truth or dare?
personal,I went to the park in Asheville and there was a bunch of cute guys playing basketball but I'm shy so ... -.-
qna,What part of the body are you most attracted to?
misc,"guys usually don't whip their Dick out in public as an ice breaker. SERIOUSLY, why do you guys think I want to see that here? automatic creeper status"
school,I better get best dressed when I'm a senior I swear
personal,Sometimes I wonder if anybody would miss me if I disappeared
meetup,Anyone else play dragon nest hit me up and is gay I'm 25 looking for in game boyfriend lol
pop_culture,Why can't Warped Tour just start
meetup,any girls wanna swap pics m17
lgbtq,14 and lesbian Want to meet up with a girl Ruislip (London)
personal,I hope I get to hang out with you.
qna,"Ladies, thongs or boyshorts?"
personal,Is it bad that I only look people I like in the eye. Otherwise I'm probably looking somewhere on your face to fake eye contact.
personal,Trying to argue with someone via text is like being an Italian having to talk with handcuffs on.
meetup,Guys with blue eyes...you out there!?
misc,A fuck it ill just buy a bottle see you in the am
personal,"I wonder if my ""friends"" know that every time they make a joke about my insecurities it puts my confidence down that much more"
personal,I've had so much stress that I just keep shutting people out
meetup,Who wants to party tonight? There will be more dudes than girls but that could be a good thing 
pop_culture,"I was 50 shades, before 50 shades knew what 50 shades even was."
sports,Getting more ripped day by day
misc,
family,I love my dad.
fashion,Decided I'm wearing cowboy boots with my prom dress instead of heels. So much more comfortable and just as cute
personal,I am so fucking alone when I am not high :(
misc,i feel so bad for the people that have never been out of the country or even their state! like you haven't seen the world! theres so many places you haven't seen
lgbtq,No guy would talk to me just because im gay
animals,Who shows livestock
meetup,Any girls wanna make a little money?
qna,Tom Hardy Or Channing Tatum? (Tom Wins With Me!)
personal,feelin good today
misc,Hey^_^
misc,I love a girl with hardwood floors.
pop_culture,Justin Bieber 2015
animals,Just got a Cheerio stuck between my toes walking through the kitchen. Clearly my dog isn't doing his part of the chores around here.
qna,"Ladies around the world, what do you find attractive in a guy?"
meetup,Who wants to go get some food. My treat :) 22M
food,"If you have Bacon, Waffles, Pancakes and Peanutbutter you can win a girles heart! ♥"
meetup,I m a 21 Male girls chat with me
tatoos,Guys with tattoos and piercings
personal,I've come to the conclusion that there are very few good looking people on whisper ( not excluding myself)
misc,Til' I see you again This is our last goodbye But it's a Hell of an Amen
lgbtq,Its getting closer to valentine's day and i still don't have a date 
qna,Where is the best Thai food in NYC?
misc,"If you pay too much attention to your abs and not enough to your lower back, the abs muscles can tilt your spine forward. You’ll have poor posture, and you can create a rigid spinal column."
misc,A person who aims at nothing is sure to hit it -anonymous-
work,I need help finding a job. I need one like asap 
meetup,I want someone to talk to . Clean talk!
family,My brother just got a haircut so bad it looks like anime hair
lgbtq,Any girls want to talk ?! 20f lesbian Me in pic
qna,Anyone know how to hide cuts? Thanks!
lgbtq,Any bi or curious guys wamt to chat?
personal,I've decided to follow my dreams before I get to old. I'm gonna start a YouTube channel.
food,"I would like to eat some cereal, but there is no more milk "
personal,I just want a guy best friend
meetup,Where are all the single father's at?
personal,I dnt got a type..... If i like you i like you
misc,*Just read my pic*
qna,Guys have no sense when it comes to ladies. What's the point of all these games you play?
misc,The reason why America is fat: Because Netflix is cheaper than a gym membership.
misc,The cavalier skating rink in chillicothe is boring rn.
meetup,In Cedar for the night what's there to do ? 22 m
qna,"What's that thing, that makes u fall in love with someone?? For me its the kiss on the Forehead, or the gaze in the eyes"
lgbtq,"My best friend, who I've secretly loved for 3 years just told me he's gay. Heart broken. "
qna,I love bad bitches but is that a problem ?
qna,"Am I the only one who has befriended a blade, and that blade seems to give me more support than anyone else?"
meetup,Any married ladies wanna chat? 28 m married here
lgbtq,All I want is just to lay beside someone for say a few hours and to hold him or him hold me. I'm not asking for sex. I'm asking for cuddles. Something so rare to find. Gay 22 male
misc,"Dear person reading this, Smile. Somewhere out there someone is crazy for you. Life is too short to be unhappy and whatever thing that is going on will get better. So smile. Sincerely, A stranger who cares"
meetup,Rate me. Score out of ten. Selfie waiting :)
meetup,Bored older male
fashion,Going to wear red lipstick and a leather skirt and stay home bored
personal,"My boyfriends whole family is friends with his ex, but kinda leaves me out... This makes me feel really insecure around them, and I'm walking on eggshells constantly. I feel like a burden."
meetup,I really need new girl friends. 20/f
relationships,Sometimes I'm mean to people to test if they like me for my looks or my personality.
meetup,Any ladies want to hookup tonight hit me up. 21 m clean
misc,"My friends say I do this ,when I hear a plane I become alert trace its sound leave everything and look at it till it disappears over the horizon they say they can feel my heart skip a beat"
meetup,Any married men want to chat?
lgbtq,Femme lesbians r my weakness
misc,I know what you're doing. Obviously you're not just going to drop off the rent and go to the mall. ya go to the mall to meet up with some dude maybe.
personal,I hate seeing baby pictures on Facebook. Do parents not know of the potential security risks of pedophiles copying and saving pictures of infants?
relationships,"things I'm never going to accomplish in life, 1) Getting Married 2) Having another kid 3) Trusting another girl 4) Finding a soul mate Fuck life."
personal,"I manage to push everyone away, when I never start anything. I'm just invisible and a useless person who shouldn't be here."
personal,I've always wanted a random anonymous hookup. Like we know what we look like but that's it. She just shows up to my house ready to go or vice versa and that's that. Nothing else. Seems interesting
meetup,Any one want to chat?
meetup,Awesome night for bondfire drinking and smoking 21m here
misc,The looks you get blasting slipknot in the timmies drive thru is priceless xD
meetup,Any girls in Michigan that are interested in a country boy M24
personal,When you get friend-zoned by a guy...
meetup,I'll rate sexy pics 
personal,The morning when u think u may never drink again ...
meetup,Wish I had someone to spend time with tonight. Roommates are gone for quite a few hours. 22m
personal,I wear makeup so I can look better than the next bitch that walks by.
relationships,I have a boy friend
meetup,I'm so bored anyone wanna chat? 23f
relationships,Sometimes I want a relationship but then I remember I'm socially awkward
personal,"Don't worry about a thing, every little thing is gonna be alright"
meetup,Any married lady up here
lgbtq,Any gays?
food,Screw it I'm going to Taco Bell
personal,I don't understand the logic people say that guys should never call a girl a bitch but what about girls giving rude names to guys.. Girls are just as bad as guys lol
meetup,I want a fwb im straight 23m
qna,Where's Alf from?
qna,Am I the only one who get attached to people way to easily? 
misc,Some sick people on here
pop_culture,All of my friends love Harry Potter. I FUCKING HATE IT!
lgbtq,Friday boredom Gay male HMU ABERDEEN SD
personal,I want a boyfriend. Is that too much to ask?
family,My sister just dropped my full bottle of wild berry tulips lotion from bath and body works on my arm! Now my whole arm is numb 
misc,
family,I really hate that my mom is comfortable enough to tell me about her sex life. Especially sense my dad died
meetup,Any ladies over 50 on whisper? PM me :)
misc,"I see girls asking other girls in here for nudes and they'll send pics back but If a guy asks its, OMG YOU CREEPY FUCK GET THE FUCK AWAY FROM ME YOU ASSHOLE JERK."
personal,I wonder if I ever will have the dream life I've always wanted. I doubt it.
animals,I cried one time cause I heard a story about a person who put a dog into the washer machine
personal,i really want a girlfriend
misc,Hi
relationships,After my breakup I don't miss the guy anymore. I miss the contact of another person. I just want someone to cuddle with. That's my favorite ❤️
lgbtq,Why do these gay guys turn me on ? I'm straight. More gay guys hit me up then girls on here :/
lgbtq,I wish I were born a man.
personal,"When I told my bf that I was raped, he told me to get the fuck over it, because his cousin was raped so I'm not special"
meetup,"Thick women, do you like white bearded men? :)"
meetup,Whats going on tonight?
qna,Who work at meijer?
meetup,Trivia Crack anyone??
personal,I am not okay with this. I may be dealing with it... that's because I don't have a choice.
tatoos,At the tattoo shop 
personal,All dressed up and no ware to go
personal,"""Be the friend you wish you had"" And get fucked over completely because of it. Yeah that sounds great"
qna,Do country men and women like minority men and women romantically? Just curious because where I live seems like I'm back in the 1950s 
meetup,Anyone wanna chill? 19 yr old in mamchester
personal,Those days you don't see a single shoplifter.... So boring...... 
personal,I hate being a SINGLE gay teenager it hard to find a dude that wants you
misc,"Nobody to talk to ... Ugh , this sucks."
qna,How do you admit feelings to someone you've been close to for 4 years?
misc,Anyone do deliveries?
food,Lemon juice challenge? Bitch I have been drinking lemon juice for years. It isn't a big deal.
relationships,almost 6 months later and I'm finally feeling comfortable with the single life. I don't miss you or the way you made me feel.
misc,Don't pretend your not awesome. Life is too short to not be awesome.
personal,"She thought it was necessary for the first sentence spoke to be""i have a boyfriend"" I said ""I'm not looking for friendzone friends"" and walked away.I was looking for conversation not a date."
misc,He's so happy he got his cookie warmed up
personal,I love guys with hairy legs for some reason 
food,Totally forgot I had bread in the oven. Oops
personal,I'm a drifter without a car :/
misc,Drinking Arnold Palmer all night.
personal,"It was surprising. The one time I ever ran away, the only one who cared was a homeless drug addict. No one else gave a shit. Perculiar, isn't it?"
lgbtq,"My x best friend admitted shes in love with me, but no a lesbian,latas✌ #Bitchyouindenial"
relationships,We flirt all day at work but then you ignore my very forward text when we are off. A girl just can't win.
personal,Let your own compass be your guide to success and happiness
personal,I like being single because i can flirt anyone I want. But I still feel lonely sometimes aha
personal,"LastNight i had a dream about a lad friend, it was weird and nice at the same time. Haven't stopped thinking about it all day."
food,Chipotle is my life
misc,I want find love
qna,Would you?
lgbtq,Anyone wanna go workout? 18 bi male
misc,I love the pink print so much
misc,Rocket man
personal,"I fucking hate ""fat acceptance"" I'm fat I know I'm fat I'm trying my fucking hardest to lose weight and every other fatty should too"
misc,Made In Heights - Panther You're welcome.
personal,All i wanna do is cry
meetup,Looking for Brittany Jones of West Blocton!
misc,Why do people on whisper judge when they don't know a damn think
qna,How old are you? Cant you go buy some?
meetup,Any guys wanna chat only ages between 15-18 16f :)
lgbtq,Im a bi female.. havent been down on a girl in over a year.. I miss it
personal,"Life as an adult sucks, I wish I could be 15 again."
personal,I hate him so much. but i love talking to him.
work,I got told off in work for breaking a food hygiene rule. I used a blender to blend soup for a lady who had throat cancer and couldnt swallow.
pop_culture,When you're reading a book that switches between characters every chapter and you get to the character you hate. Makes me wanna stop reading.
family,Missing my twin boys. Momma loves you
personal,Dear cute guy with the gorgeous blue eyes your mine
animals,I like my cat more than my kids. Most of the time.
meetup,I really need a girlfriend. 18 m 
personal,im a 15 year old girl who has a 1 year old baby girl
personal,"Ppl thought I was a fail! Everyone said I wasnt gonna become anything! My ex left me cause her sister convinced her, that popular guys like me don't make it far in life. 7years later I'm a success!"
lgbtq,She told me she loves me I say it back then all she ses is she wants to be fwb were both girls
personal,Everything of mine gets ruined and im sick of it
family,I married my son
personal,I'm not a tomboy but I'm not a girly girl. Like I want to get my nails done but I also want to set shit on fire
personal,Way to screw me over asshole. Sometimes I wish things turned out differently for you that night. My life would probably be less chaotic!
relationships,Were you just playing with me or something? I love how you loved me today then tomorrow I'm just a girl.
relationships,I haven't seen you since thanksgiving and now all of a sudden you waNt to stop by!!! Let me just get back to you in 4 months!!!
sports,Guys who play hockey are 10x more attractive then guys who don't
relationships,"I wish my husband would at the least, tell me I look nice when I decide to do my hair and makeup for no other reason than I want to. Instead I get asked why I'm doing my hair and make up and him acting all accusatory."
lgbtq,I'm a biSeXual female and I want my first time to be with a girl. (This is not an invitation)
qna,If you could be doin anything in the world..how would you spend your time?
personal,If I had my way we'd never close our eyes
misc,No one has strong enough hands to massage my legs and feet well enough : ( what a waste of money that was
